Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
09-May-24,Thursday,May,Q2,2024,EQ,2864.8,2883.65,2756,2860.55,2765,2766.65,2814.22,3350,1857.75,1485510,116557
08-May-24,Wednesday,May,Q2,2024,EQ,2850,2890.9,2820,2835.95,2862,2860.55,2860.65,3350,1857.75,951411,57225
07-May-24,Tuesday,May,Q2,2024,EQ,2889.95,2905.35,2822,2874.65,2839,2835.95,2857.91,3350,1857.75,1262311,73865
06-May-24,Monday,May,Q2,2024,EQ,2993.25,3000.2,2850,2993.25,2872,2874.65,2890.39,3350,1857.75,2377944,126554
03-May-24,Friday,May,Q2,2024,EQ,3030,3045,2975.1,3039.6,2990,2993.25,3007.11,3350,1785.35,1472168,93663
02-May-24,Thursday,May,Q2,2024,EQ,3071.95,3119.85,3015.05,3054.7,3029,3039.6,3065.29,3350,1785.35,2219085,169345
30-Apr-24,Tuesday,April,Q2,2024,EQ,3094,3108.45,3045,3081.2,3052.5,3054.7,3074.15,3350,1785.35,804552,50263
29-Apr-24,Monday,April,Q2,2024,EQ,3110,3110.5,3051.5,3080.4,3080,3081.2,3079,3350,1785.35,648544,51392
26-Apr-24,Friday,April,Q2,2024,EQ,3119.9,3129.9,3066.05,3115.25,3089,3080.4,3090.2,3350,1775.8,662764,51695
25-Apr-24,Thursday,April,Q2,2024,EQ,3050,3120.9,3025.65,3043.55,3115,3115.25,3078.5,3350,1775.8,1515529,103832
24-Apr-24,Wednesday,April,Q2,2024,EQ,3071.95,3087.85,3040,3065.1,3042.9,3043.55,3066.42,3350,1775.8,605917,36665
23-Apr-24,Tuesday,April,Q2,2024,EQ,3059,3091,3043.1,3063.35,3058,3065.1,3066.74,3350,1775.8,1654272,61219
22-Apr-24,Monday,April,Q2,2024,EQ,3053,3077.5,3025,3026.95,3072.25,3063.35,3050.24,3350,1775.8,993929,51253
19-Apr-24,Friday,April,Q2,2024,EQ,3000,3057.05,2962.5,3019.3,3032,3026.95,3020.56,3350,1775.8,1727317,91721
18-Apr-24,Thursday,April,Q2,2024,EQ,3125.15,3145,3008.3,3106.4,3035,3019.3,3095.25,3350,1775.8,1703646,106820
16-Apr-24,Tuesday,April,Q2,2024,EQ,3101,3149.2,3100,3147.45,3108,3106.4,3119.45,3350,1775.8,1134184,48602
15-Apr-24,Monday,April,Q2,2024,EQ,3150,3180.3,3103.2,3209.9,3149.95,3147.45,3143.46,3350,1775.8,1035378,73457
12-Apr-24,Friday,April,Q2,2024,EQ,3210,3247.5,3205.3,3242,3215,3209.9,3221.01,3350,1760.6,705173,40387
10-Apr-24,Wednesday,April,Q2,2024,EQ,3200,3254.6,3192.5,3198.45,3245,3242,3231.43,3350,1760.6,1441138,55670
09-Apr-24,Tuesday,April,Q2,2024,EQ,3240.7,3251,3185,3224.55,3202.6,3198.45,3214.28,3350,1760.6,833679,38430
08-Apr-24,Monday,April,Q2,2024,EQ,3240.95,3243.5,3197.2,3224.8,3236,3224.55,3216.9,3350,1760.6,577440,37073
05-Apr-24,Friday,April,Q2,2024,EQ,3211.1,3234,3178.95,3210.8,3217.9,3224.8,3215.34,3350,1671.55,755607,37497
04-Apr-24,Thursday,April,Q2,2024,EQ,3250,3273,3201.7,3233.45,3220,3210.8,3234.57,3350,1671.55,1403826,99323
03-Apr-24,Wednesday,April,Q2,2024,EQ,3250,3260.15,3222,3268.75,3238,3233.45,3238.76,3350,1671.55,1153109,55622
02-Apr-24,Tuesday,April,Q2,2024,EQ,3258.95,3285,3240,3252.1,3267.35,3268.75,3259.76,3350,1671.55,868829,55071
01-Apr-24,Monday,April,Q2,2024,EQ,3230.2,3291.8,3207.85,3197.1,3255.2,3252.1,3247.41,3350,1671.55,1292646,71000
28-Mar-24,Thursday,March,Q1,2024,EQ,3134,3237,3096.75,3122.1,3197,3197.1,3178.72,3350,1573,2327053,141506
27-Mar-24,Wednesday,March,Q1,2024,EQ,3115,3138.45,3106.25,3109.95,3124.25,3122.1,3122.82,3350,1573,900231,66957
26-Mar-24,Tuesday,March,Q1,2024,EQ,3100.5,3171.95,3089.1,3107.7,3112,3109.95,3130.27,3350,1573,937103,66405
22-Mar-24,Friday,March,Q1,2024,EQ,3066.55,3128.95,3048.05,3066.5,3103,3107.7,3095.08,3350,1573,951557,63264
21-Mar-24,Thursday,March,Q1,2024,EQ,3089.55,3107.1,3059.6,3051.45,3071.65,3066.5,3080.51,3350,1573,1175751,67248
20-Mar-24,Wednesday,March,Q1,2024,EQ,3075,3083.2,3021.1,3052.7,3050.1,3051.45,3046.55,3350,1573,966481,64232
19-Mar-24,Tuesday,March,Q1,2024,EQ,3126,3164.8,3041.85,3111.75,3055.9,3052.7,3093.78,3350,1573,1460452,92875
18-Mar-24,Monday,March,Q1,2024,EQ,3050.1,3124,2976.05,3132.2,3110,3111.75,3053.4,3350,1573,3042515,159589
15-Mar-24,Friday,March,Q1,2024,EQ,3111,3143.4,3061.25,3087.45,3125,3132.2,3108.38,3350,1573,2199094,120251
14-Mar-24,Thursday,March,Q1,2024,EQ,2927.45,3101.2,2880,2906.2,3085,3087.45,3033.64,3350,1573,3759100,246625
13-Mar-24,Wednesday,March,Q1,2024,EQ,3125,3138.05,2850.15,3122.5,2909.8,2906.2,2950.44,3350,1573,3407040,237808
12-Mar-24,Tuesday,March,Q1,2024,EQ,3207.35,3222.7,3111,3207.35,3122.9,3122.5,3156.27,3350,1573,1199487,86164
11-Mar-24,Monday,March,Q1,2024,EQ,3241.2,3259,3200,3226.55,3210,3207.35,3229.54,3350,1573,738851,48887
07-Mar-24,Thursday,March,Q1,2024,EQ,3240,3262,3220,3233.95,3229,3226.55,3240.29,3350,1573,856328,52628
06-Mar-24,Wednesday,March,Q1,2024,EQ,3323,3323,3183.15,3310.2,3238,3233.95,3226.77,3350,1573,1935203,111432
05-Mar-24,Tuesday,March,Q1,2024,EQ,3325.3,3334,3295.05,3317.15,3328,3310.2,3314.16,3350,1573,1190416,68687
04-Mar-24,Monday,March,Q1,2024,EQ,3335,3350,3310.05,3333.25,3320.95,3317.15,3325.35,3350,1573,1061244,59907
02-Mar-24,Saturday,March,Q1,2024,EQ,3332,3348.7,3321.5,3318.75,3332.5,3333.25,3333.12,3348.7,1103.75,119511,9160
01-Mar-24,Friday,March,Q1,2024,EQ,3309.85,3346,3281.8,3285.4,3321.5,3318.75,3314.26,3346,1103.75,1161067,64364
29-Feb-24,Thursday,February,Q1,2024,EQ,3220.05,3304.75,3205.35,3219,3299.9,3285.4,3260.07,3344,1103.75,1352988,95429
28-Feb-24,Wednesday,February,Q1,2024,EQ,3309.2,3318.8,3207.5,3302.3,3218.9,3219,3252.19,3344,1103.75,1358879,98070
27-Feb-24,Tuesday,February,Q1,2024,EQ,3339,3340,3273,3327.75,3296,3302.3,3306.04,3344,1103.75,1125570,65439
26-Feb-24,Monday,February,Q1,2024,EQ,3272,3344,3263,3273.3,3328,3327.75,3318.26,3344,1103.75,1695378,104868
23-Feb-24,Friday,February,Q1,2024,EQ,3263.05,3319.95,3225.1,3263.05,3273.05,3273.3,3281.89,3319.95,1103.75,1975035,84335
22-Feb-24,Thursday,February,Q1,2024,EQ,3239,3274,3210.5,3223.2,3261.3,3263.05,3236.68,3308.6,1103.75,1138722,88963
21-Feb-24,Wednesday,February,Q1,2024,EQ,3238,3300,3205,3228.6,3226.95,3223.2,3258,3308.6,1103.75,1657021,105900
20-Feb-24,Tuesday,February,Q1,2024,EQ,3267,3269.8,3210.15,3258.8,3235,3228.6,3238.23,3308.6,1103.75,1467630,61717
19-Feb-24,Monday,February,Q1,2024,EQ,3240,3308.6,3235.8,3223.6,3265,3258.8,3275.82,3308.6,1103.75,1779444,87952
16-Feb-24,Friday,February,Q1,2024,EQ,3214,3252.3,3192.65,3193.8,3223.2,3223.6,3221.58,3277.95,1103.75,2193673,84990
15-Feb-24,Thursday,February,Q1,2024,EQ,3219.85,3252.75,3184.05,3207.2,3190.4,3193.8,3214.66,3277.95,1103.75,2035204,90530
14-Feb-24,Wednesday,February,Q1,2024,EQ,3184,3255.25,3169.85,3178.45,3202,3207.2,3212.71,3277.95,1103.75,1741264,101676
13-Feb-24,Tuesday,February,Q1,2024,EQ,3180,3194,3092.05,3169.75,3180,3178.45,3142.91,3277.95,1103.75,1225207,73578
12-Feb-24,Monday,February,Q1,2024,EQ,3229,3241.95,3160,3215.2,3166,3169.75,3193.32,3277.95,1103.75,1083138,64420
09-Feb-24,Friday,February,Q1,2024,EQ,3184.45,3224.95,3121.2,3168.6,3215,3215.2,3182.28,3277.95,1103.75,1572789,92034
08-Feb-24,Thursday,February,Q1,2024,EQ,3245.6,3245.6,3146.1,3229.85,3179,3168.6,3186.56,3277.95,1103.75,1679004,126898
07-Feb-24,Wednesday,February,Q1,2024,EQ,3220.05,3277.95,3210,3203.75,3233,3229.85,3242.51,3277.95,1103.75,2095911,122378
06-Feb-24,Tuesday,February,Q1,2024,EQ,3183.9,3228.2,3160,3173.45,3200.65,3203.75,3197.81,3236.95,1103.75,2078891,148672
05-Feb-24,Monday,February,Q1,2024,EQ,3170,3229.4,3151.45,3157.45,3175.25,3173.45,3192.8,3236.95,1103.75,2191195,132489
02-Feb-24,Friday,February,Q1,2024,EQ,3184.95,3208.5,3140,3153.5,3157,3157.45,3173.2,3236.95,1017.45,2708695,123968
01-Feb-24,Thursday,February,Q1,2024,EQ,3156.9,3236.95,3083.05,3142,3154.85,3153.5,3162.65,3236.95,1017.45,4686595,211723
31-Jan-24,Wednesday,January,Q1,2024,EQ,3092.75,3151.7,3072.4,3091.1,3138,3142,3116.94,3199,1017.45,2671051,115716
30-Jan-24,Tuesday,January,Q1,2024,EQ,3081,3129.9,3020.9,3064.65,3096,3091.1,3090.43,3199,1017.45,3115506,152019
29-Jan-24,Monday,January,Q1,2024,EQ,2929,3092.7,2923.05,2893.6,3061,3064.65,3044.27,3199,1017.45,4402976,276784
25-Jan-24,Thursday,January,Q1,2024,EQ,2903.45,2926.35,2804.4,2903.45,2903,2893.6,2860.14,3508,1017.45,2601969,135262
24-Jan-24,Wednesday,January,Q1,2024,EQ,2901,2929.1,2871.25,2896.55,2908,2903.45,2891.63,3508,1017.45,5807940,160772
23-Jan-24,Tuesday,January,Q1,2024,EQ,3014.95,3014.95,2885.5,2987.9,2900.35,2896.55,2945.88,3508,1017.45,1827002,101673
20-Jan-24,Saturday,January,Q1,2024,EQ,2930,3015.85,2890.5,2915.65,2987.85,2987.9,2939.51,3739.95,1017.45,1878793,83748
19-Jan-24,Friday,January,Q1,2024,EQ,2945.35,2949.45,2903.05,2918.9,2915.3,2915.65,2926.36,3739.95,1017.45,2014096,88297
18-Jan-24,Thursday,January,Q1,2024,EQ,2975.55,2985,2885.1,2971.05,2925.05,2918.9,2923.25,3739.95,1017.45,2552342,137932
17-Jan-24,Wednesday,January,Q1,2024,EQ,3033,3045,2946.3,3056.5,2978,2971.05,2994.68,3739.95,1017.45,2897218,116205
16-Jan-24,Tuesday,January,Q1,2024,EQ,3095,3104.5,3035,3089.5,3059,3056.5,3066.6,3739.95,1017.45,2515564,81017
15-Jan-24,Monday,January,Q1,2024,EQ,3127,3130,3067.45,3104.1,3091.3,3089.5,3095.46,3739.95,1017.45,1407007,66077
12-Jan-24,Friday,January,Q1,2024,EQ,3096.35,3125,3068.2,3080.9,3105.4,3104.1,3100.07,3880,1017.45,1795933,81003
11-Jan-24,Thursday,January,Q1,2024,EQ,3120,3129,3065,3098.2,3084,3080.9,3089.22,3880,1017.45,2008103,82014
10-Jan-24,Wednesday,January,Q1,2024,EQ,3024,3112,3020.05,3014.6,3107.8,3098.2,3077.75,3880,1017.45,3590297,146816
09-Jan-24,Tuesday,January,Q1,2024,EQ,2990.7,3068.8,2980,2963.5,3024.95,3014.6,3029.63,3880,1017.45,2885706,124090
08-Jan-24,Monday,January,Q1,2024,EQ,3020,3027,2952.95,3006.6,2965,2963.5,2990.76,3880,1017.45,1849061,77114
05-Jan-24,Friday,January,Q1,2024,EQ,3009.95,3066.9,2981.1,2998.3,3009,3006.6,3026.08,3880,1017.45,3219949,125926
04-Jan-24,Thursday,January,Q1,2024,EQ,3039.4,3044.45,2990,3003,2996,2998.3,3011.56,3880,1017.45,2975620,122929
03-Jan-24,Wednesday,January,Q1,2024,EQ,3047,3199,2955.6,2932.4,3005,3003,3060.56,3880,1017.45,19725411,762896
02-Jan-24,Tuesday,January,Q1,2024,EQ,2922,2948.2,2841,2917.2,2931,2932.4,2903.97,3880,1017.45,2671368,116025
01-Jan-24,Monday,January,Q1,2024,EQ,2852.3,2947,2842.05,2848.95,2902.85,2917.2,2914.54,3880,1017.45,2898619,116403
29-Dec-23,Friday,December,Q4,2023,EQ,2823.9,2863.3,2802.85,2809.9,2849.05,2848.95,2838.38,3898,1017.45,1507086,65085
28-Dec-23,Thursday,December,Q4,2023,EQ,2855,2867.35,2800.1,2843.35,2816.9,2809.9,2818.51,3898,1017.45,4102912,108070
27-Dec-23,Wednesday,December,Q4,2023,EQ,2880.7,2894.8,2833.6,2865.45,2846,2843.35,2854.23,3898,1017.45,1698325,96864
26-Dec-23,Tuesday,December,Q4,2023,EQ,2817,2893.75,2800.1,2808.35,2877.05,2865.45,2859.55,3898,1017.45,2048484,124764
22-Dec-23,Friday,December,Q4,2023,EQ,2815.95,2847.6,2791.4,2799.75,2806,2808.35,2819.62,4190,1017.45,1513956,76777
21-Dec-23,Thursday,December,Q4,2023,EQ,2750,2821.95,2725,2783.85,2812.9,2799.75,2788.43,4190,1017.45,2678577,139231
20-Dec-23,Wednesday,December,Q4,2023,EQ,2946,2968,2766.2,2941.25,2775,2783.85,2870.07,4190,1017.45,3417739,171337
19-Dec-23,Tuesday,December,Q4,2023,EQ,2988.8,2994.35,2915,2980.6,2940,2941.25,2950.36,4190,1017.45,1741493,81742
18-Dec-23,Monday,December,Q4,2023,EQ,2993.95,3027.75,2961.1,2991.8,2974,2980.6,2993.07,4190,1017.45,2315922,100133
15-Dec-23,Friday,December,Q4,2023,EQ,2912.05,3000,2893.9,2894.05,2987,2991.8,2962.62,4190,1017.45,4921484,180486
14-Dec-23,Thursday,December,Q4,2023,EQ,2900.95,2932.95,2887,2875.05,2893,2894.05,2908.68,4190,1017.45,3224681,140194
13-Dec-23,Wednesday,December,Q4,2023,EQ,2860,2899.1,2805,2857.65,2887,2875.05,2854.75,4190,1017.45,2805832,118936
12-Dec-23,Tuesday,December,Q4,2023,EQ,2869.1,2895.95,2840.55,2855.8,2855,2857.65,2864.57,4190,1017.45,2017772,91033
11-Dec-23,Monday,December,Q4,2023,EQ,2837.05,2919.9,2811.05,2822.15,2862,2855.8,2867.92,4190,1017.45,5064123,202891
08-Dec-23,Friday,December,Q4,2023,EQ,2902.7,2927,2760,2887.15,2829.9,2822.15,2839.19,4190,1017.45,6959428,289285
07-Dec-23,Thursday,December,Q4,2023,EQ,2900,2945.9,2853.05,2883.95,2892.3,2887.15,2898.6,4190,1017.45,6325887,265235
06-Dec-23,Wednesday,December,Q4,2023,EQ,3080,3154.55,2844.85,2959.35,2893,2883.95,2987.51,4190,1017.45,19355777,780601
05-Dec-23,Tuesday,December,Q4,2023,EQ,2531.2,2999.9,2531.2,2531.2,2971,2959.35,2804.15,4190,1017.45,22879079,753504
04-Dec-23,Monday,December,Q4,2023,EQ,2549.95,2595,2487.45,2362.7,2523,2531.2,2529.8,4190,1017.45,5681516,226984
01-Dec-23,Friday,December,Q4,2023,EQ,2370,2403.35,2354.1,2358.55,2359,2362.7,2372.38,4190,1017.45,1792983,79854
30-Nov-23,Thursday,November,Q4,2023,EQ,2400.05,2409,2343.05,2396.6,2365.5,2358.55,2361.69,4190,1017.45,2983879,128913
29-Nov-23,Wednesday,November,Q4,2023,EQ,2468.7,2477.65,2390,2423.5,2394,2396.6,2429.99,4190,1017.45,4561574,176974
28-Nov-23,Tuesday,November,Q4,2023,EQ,2301,2512.4,2275,2225.45,2430,2423.5,2416.12,4190,1017.45,11972275,429582
24-Nov-23,Friday,November,Q4,2023,EQ,2179,2251.95,2160.9,2175.25,2250,2225.45,2206.04,4190,1017.45,1946259,91515
23-Nov-23,Thursday,November,Q4,2023,EQ,2190,2190,2160.6,2172.65,2179,2175.25,2176.85,4190,1017.45,729114,38958
22-Nov-23,Wednesday,November,Q4,2023,EQ,2205.15,2225,2153.5,2196.65,2175,2172.65,2175.45,4190,1017.45,1247205,58112
21-Nov-23,Tuesday,November,Q4,2023,EQ,2160,2232.55,2158.35,2149.85,2197.6,2196.65,2207.07,4190,1017.45,1839502,90480
20-Nov-23,Monday,November,Q4,2023,EQ,2211,2218.5,2142,2208.8,2151,2149.85,2173.7,4190,1017.45,1577213,78926
17-Nov-23,Friday,November,Q4,2023,EQ,2205.9,2237.95,2201,2205.9,2209,2208.8,2216.32,4190,1017.45,916518,43810
16-Nov-23,Thursday,November,Q4,2023,EQ,2226,2232.8,2196.1,2225.4,2203,2205.9,2211.42,4190,1017.45,1307584,73917
15-Nov-23,Wednesday,November,Q4,2023,EQ,2240,2250,2220.5,2213.65,2223.95,2225.4,2228.39,4190,1017.45,696475,33170
13-Nov-23,Monday,November,Q4,2023,EQ,2215.5,2241.9,2195.55,2211.35,2218,2213.65,2212.76,4190,1017.45,853633,42537
12-Nov-23,Sunday,November,Q4,2023,EQ,2219.7,2226,2205.1,2205.1,2207.5,2211.35,2215.9,4190,1017.45,148320,9273
10-Nov-23,Friday,November,Q4,2023,EQ,2220.25,2237,2198.5,2214.65,2209,2205.1,2214.55,4190,1017.45,1072597,45963
09-Nov-23,Thursday,November,Q4,2023,EQ,2269,2272.6,2210.1,2259.95,2219.95,2214.65,2231.38,4190,1017.45,1267890,63026
